id_cantitate,cantitate
1||2068298||1||2,2
1||2068310||1||2,2
1||2068310||1||3,1
1||2068310||1||4,1
1||2068329||1||1,1
1||2068329||1||4,2
1||2068329||1||5,34.4
1||2068329||1||6,1
1||2068329||1||7,1
1||2068329||1||8,1
1||2068329||1||9,1
1||2068329||1||10,1
1||2068329||1||11,1
1||2068329||2||11,-1
1||2068339||1||1,4
1||2068339||1||2,4
1||2068339||1||3,2
1||2068339||1||4,1
1||2068340||1||1,2
1||2068340||1||2,3
1||2068353||1||1,2
1||2068353||1||2,16
1||2068354||1||2,2
1||2068354||1||4,2
1||2068354||1||5,1
1||2068355||1||1,1
1||2068355||1||2,1
1||2068356||1||1,1
1||2068356||1||2,1
1||2068356||1||3,1
1||2068363||1||1,25
1||2068364||1||3,4
1||2068364||1||6,1
1||2068364||1||7,2
1||2068364||1||8,1
1||2068364||1||10,2
1||2068364||1||11,2
1||2068400||1||1,2
1||2068401||1||1,1
1||2068401||1||2,2
1||2068401||1||3,3
1||2068401||1||4,1
1||2068401||2||3,-3
1||2068407||1||2,1
1||2068409||1||1,1
1||2068412||1||1,2
1||2068412||1||2,0.85
1||2068414||1||1,2
1||2068415||1||1,2
1||2068437||1||2,1
1||2068437||1||3,1
1||2068437||2||3,-1
1||2068437||3||2,-1
1||2068445||1||1,20
1||2068465||1||1,1
1||2068466||1||2,1
1||2068466||1||3,1
1||2068469||1||1,1
1||2068481||1||1,2
1||2068481||1||3,1
1||2068481||1||4,1
1||2068488||1||1,1
1||2068494||1||1,3
1||2068494||1||2,1
1||2068498||1||1,4
1||2068498||2||2,1
1||2068500||1||1,2
1||2068503||1||1,5
1||2068509||1||1,1
1||2068513||1||1,1
1||2068516||1||1,1
1||2068517||1||3,1
1||2068519||1||1,1
1||2068519||2||2,1
1||2068519||3||1,-1
1||2068523||1||2,1
1||2068523||1||3,1
1||2068523||1||4,20
1||2068523||1||5,1
1||2068523||2||1,2
1||2068534||1||1,4
1||2068545||1||1,3
1||2068545||1||2,3
1||2068549||1||1,1
1||2068570||1||1,1
1||2068570||2||1,-1
1||2068571||1||1,1
1||2068572||1||1,3
1||2068580||1||1,2
1||2068587||1||1,2
1||2068590||1||1,1
1||2068590||1||4,2
1||2068595||1||1,1
1||2068625||1||1,3
1||2068625||1||2,2.5
1||2068631||1||1,1
1||2068633||1||1,3
1||2068637||1||1,1
1||2068641||1||1,1
1||2068643||1||1,20
1||2068654||1||1,1
1||2068654||1||2,1
1||2068654||2||2,-1
1||2068657||1||1,1
1||2068662||1||3,1
1||2068662||2||3,-1
1||2068664||1||1,3
1||2068668||1||1,1
1||2068680||1||1,1
1||2068680||1||2,1
1||2068681||1||1,4
1||2068681||1||2,4
1||2068681||1||3,4
1||2068681||1||4,4
1||2068681||1||5,4
1||2068681||1||6,4
1||2068691||1||1,1
1||2068696||1||2,1
1||2068700||1||1,1
1||2068700||1||2,1
1||2068700||2||1,1
1||2068700||2||2,1
1||2068712||1||1,2
1||2068722||1||1,3
1||2068753||1||1,2
1||2068769||1||1,1
1||2068774||1||1,2
1||2068774||1||2,1
1||2068793||1||3,1
1||2068828||1||1,1
1||2068828||1||2,1
1||2068828||1||3,1
1||2068828||1||4,1
1||2068828||1||5,1
1||2068828||1||6,1
1||2068828||1||7,1
1||2068850||1||1,1
1||2068851||1||1,1
1||2068851||1||2,1
1||2068852||1||3,1
1||2068852||1||4,3
1||2068854||1||1,1
1||2068854||1||2,1
1||2068867||1||2,4
1||2068867||1||5,2
1||2068867||1||6,1
1||2068867||1||9,2
1||2068867||1||10,2
1||2068876||1||1,1
1||2068877||2||8,2
1||2068883||1||1,1
1||2068900||1||1,1
1||2068900||2||5,1
1||2068900||2||6,1
1||2068909||1||1,1
1||2068909||1||2,1
1||2068909||1||3,2
1||2068909||1||4,2
1||2068909||2||1,-1
1||2068909||2||2,-1
1||2068916||1||1,2
1||2068916||1||2,2
1||2068916||1||3,2
1||2068916||1||4,4
1||2068918||1||1,6
1||2068918||1||3,4
1||2068918||1||4,2
1||2068918||1||5,6
1||2068918||2||3,2
1||2068918||2||4,4
1||2068949||1||1,1
1||2068949||1||2,1
1||2068953||1||2,2
1||2068953||1||3,6
1||2068953||1||5,4
1||2068953||2||5,2
1||2068953||3||3,6
1||2068955||1||1,1
1||2068955||1||2,1
1||2068955||2||1,4
1||2068966||1||1,3
1||2068971||1||1,10
1||2068971||1||2,10
1||2068971||1||3,1
1||2068975||1||1,2
1||2068979||1||1,1
1||2068979||1||2,6
1||2068985||1||1,1
1||2068985||1||2,1
1||2068994||1||1,2
1||2068997||1||1,4
1||2069001||1||1,1
1||2069001||2||1,1
1||2069015||1||1,1
1||2069016||1||1,1
1||2069018||1||2,2
1||2069023||1||1,1
1||2069023||1||2,1
1||2069023||1||3,1
1||2069026||1||1,1
1||2069030||1||1,2
1||2069031||1||1,1
1||2069031||1||2,2
1||2069033||1||1,1
1||2069033||1||2,1
1||2069036||1||1,2
1||2069036||2||1,-1
1||2069037||1||1,1
1||2069038||1||1,1
1||2069040||1||1,1
1||2069040||1||2,3
1||2069043||1||1,2
1||2069043||1||2,1
1||2069043||1||3,1
1||2069047||1||1,1
1||2069047||2||1,-1
1||2069049||1||1,1
1||2069049||2||1,-1
1||2069053||1||1,3
1||2069053||1||2,1
1||2069053||1||4,1
1||2069053||1||5,1
1||2069054||1||1,1
1||2069054||1||3,1
1||2069057||1||1,1
1||2069057||1||4,1
1||2069057||1||5,3
1||2069057||2||3,1
1||2069057||2||4,1
1||2069069||1||1,1
1||2069073||1||2,1
1||2069076||1||1,1
1||2069076||1||2,2
1||2069076||1||3,2
1||2069079||1||1,1
1||2069081||1||1,1
1||2069081||2||1,-1
1||2069082||1||1,3
1||2069089||1||1,1
1||2069103||1||1,1
1||2069103||1||2,3
1||2069121||1||1,1
1||2069123||1||1,1
1||2069139||1||1,2
1||2069139||1||2,2
1||2069139||1||3,6
1||2069139||1||4,4
1||2069139||1||5,1
1||2069139||1||6,20
1||2069139||1||8,1
1||2069139||2||2,1
1||2069139||2||4,2
1||2069139||2||6,10
1||2069139||3||7,2
1||2069153||1||1,2
1||2069170||1||1,1
1||2069170||1||2,1
1||2069170||1||3,1
1||2069170||2||1,-1
1||2069170||2||2,-1
1||2069170||2||3,-1
1||2069176||1||1,1
1||2069177||1||1,10
1||2069183||1||2,2
1||2069189||1||1,1
1||2069189||2||1,1
1||2069196||1||1,1
1||2069217||1||1,1
1||2069217||1||2,5
1||2069258||1||1,3
1||2069264||1||1,1
1||2069264||1||2,1
1||2069264||1||3,1
1||2069264||1||4,1
1||2069264||1||5,1
1||2069264||1||6,1
1||2069264||1||7,1
1||2069264||1||8,1
1||2069264||1||9,1
1||2069264||1||10,2
1||2069273||1||2,1
1||2069273||1||3,1
1||2069273||1||4,4
1||2069273||1||5,8
1||2069273||1||6,4
1||2069273||1||7,2
1||2069281||1||1,6
1||2069282||1||1,2
1||2069290||1||2,10
1||2069290||2||1,2
1||2069290||2||3,1
1||2069290||2||4,1
1||2069294||1||8,4
1||2069314||1||1,1
1||2069317||1||1,1
1||2069317||1||2,2
1||2069317||1||3,2
1||2069317||1||4,1
1||2069332||1||1,1
1||2069335||1||1,1
1||2069338||1||1,2
1||2069338||1||4,2
1||2069338||1||5,2
1||2069351||1||2,2
1||2069351||1||3,2
1||2069351||1||4,1
1||2069351||1||5,2
1||2069351||1||6,1
1||2069351||1||7,2
1||2069351||1||8,1
1||2069351||1||9,1
1||2069351||2||4,2
1||2069365||1||1,1
1||2069365||1||2,1
1||2069370||1||1,1
1||2069370||2||4,1
1||2069370||2||6,4
1||2069371||1||1,1
1||2069371||1||2,187
1||2069390||1||1,2
1||2069392||1||1,8
1||2069396||1||2,1
1||2069396||1||3,6
1||2069396||1||5,3
1||2069396||1||10,1
1||2069396||1||12,1
1||2069396||2||1,1
1||2069396||2||11,4
1||2069396||2||13,1
1||2069396||2||15,1
1||2069396||2||16,1
1||2069396||2||17,2
1||2069396||3||1,1
1||2069404||1||1,4
1||2069413||1||1,2
1||2069421||1||2,1
1||2069421||2||3,1
1||2069422||1||1,1
1||2069425||1||1,1
1||2069439||1||1,1
1||2069444||1||1,3
1||2069444||1||3,4
1||2069444||1||5,2
1||2069444||1||7,2
1||2069444||1||10,4
1||2069461||1||1,4
1||2069461||1||2,2
1||2069461||1||3,1
1||2069461||1||4,1
1||2069466||1||1,1
1||2069466||1||2,1
1||2069466||2||2,-1
1||2069474||1||1,1
1||2069475||1||1,1
1||2069475||1||2,1
1||2069477||1||1,6
1||2069483||3||1,4
1||2069487||1||1,12
1||2069488||1||1,1
1||2069490||1||1,1
1||2069497||1||1,8
1||2069503||1||1,1
1||2069503||1||2,1
1||2069528||1||1,3
1||2069538||1||1,1
1||2069538||1||2,1
1||2069546||1||1,1
1||2069546||1||2,1
1||2069555||1||1,3
1||2069555||2||1,2
1||2069556||1||1,1
1||2069556||1||2,1
1||2069559||1||1,2
1||2069560||1||13,20
1||2069560||1||14,16
1||2069560||1||15,20
1||2069560||1||16,2
1||2069560||1||17,3
1||2069560||1||18,1
1||2069569||1||2,1
1||2069571||1||1,3
1||2069572||1||1,3
1||2069572||2||2,2
1||2069599||2||2,1
1||2069613||1||1,8
1||2069613||1||2,6
1||2069632||1||1,1
1||2069634||1||1,1
1||2069634||2||1,-1
1||2069639||1||1,1
1||2069639||1||3,1
1||2069639||1||4,1
1||2069639||1||5,1
1||2069639||1||6,20
1||2069639||1||7,5
1||2069639||1||8,1
1||2069639||1||9,1
1||2069645||1||1,1
1||2069645||1||2,1
1||2069645||1||3,2
1||2069653||1||3,1
1||2069653||1||4,1
1||2069669||1||1,2
1||2069669||1||2,2
1||2069669||1||3,2
1||2069670||1||1,1
1||2069670||1||2,1
1||2069679||1||1,2
1||2069693||1||1,1
1||2069699||1||2,1
1||2069707||1||1,1
1||2069710||1||1,1
1||2069711||1||1,1
1||2069711||1||2,1
1||2069724||1||1,1
1||2069758||1||1,1
1||2069771||1||1,1
1||2069771||1||2,1
1||2069771||1||3,1
1||2069771||1||4,1
1||2069771||1||5,1
1||2069781||1||1,4
1||2069781||1||2,4
1||2069781||1||5,2
1||2069781||1||7,1
1||2069781||1||8,2.5
1||2069781||2||3,4
1||2069781||2||4,2
1||2069781||2||6,2
1||2069781||3||6,-2
1||2069781||4||5,-2
1||2069782||1||1,20
1||2069793||1||1,1
1||2069806||1||2,1
1||2069806||2||5,1
1||2069810||1||1,1
1||2069826||1||1,1
1||2069849||1||1,30
1||2069875||1||1,1
1||2069888||1||1,2
1||2069888||2||1,1
1||2069904||1||1,1
1||2069905||1||1,1
1||2069906||1||1,1
1||2069911||1||4,2
1||2069911||2||6,2
1||2069912||1||1,1
1||2069915||1||1,1
1||2069925||1||2,4
1||2069925||1||3,1
1||2069925||2||4,1
1||2069928||1||1,2
1||2069936||1||1,2
1||2069938||1||1,2
1||2069938||1||2,2
1||2069938||1||3,10
1||2069939||1||1,4
1||2069939||1||2,2
1||2069940||1||1,3
1||2069940||1||2,3
1||2069940||1||3,1
1||2069940||1||4,4
1||2069940||1||5,4
1||2069940||2||6,1
1||2069951||1||1,2
1||2069954||1||1,1
1||2069954||1||2,1
1||2069954||1||3,18
1||2069959||1||1,1
1||2069959||1||2,1
1||2069959||1||3,1
1||2069959||1||4,1
1||2069959||1||5,1
1||2069959||1||6,1
1||2069959||1||7,1
1||2069959||1||8,2
1||2069959||1||9,34.4
1||2069959||1||10,1
1||2069959||1||11,1
1||2069959||1||12,17.4
1||2069959||1||14,1
1||2069959||1||15,1
1||2069959||1||16,1
1||2069960||1||1,4
1||2069960||1||2,4
1||2069961||1||1,1
1||2069961||1||2,6
1||2069961||1||3,1
1||2069961||1||4,1
1||2069961||1||5,1
1||2069961||1||6,1
1||2069971||1||1,6
1||2069971||1||4,3
1||2069971||1||7,6
1||2069971||1||8,3
1||2069972||1||1,1
1||2069972||1||2,1
1||2069974||1||1,2
1||2069998||1||1,1
1||2069998||2||1,-1
1||2069999||1||1,1
1||2069999||1||3,10
1||2069999||1||4,1
1||2069999||1||5,1
1||2070001||1||3,2
1||2070003||1||1,1
1||2070004||1||1,2
1||2070004||1||2,34.48
1||2070004||2||10,1
1||2070012||1||1,2
1||2070012||2||1,3
1||2070018||1||1,1
1||2070018||1||2,2
1||2070018||1||3,-2
1||2070022||1||1,6
1||2070024||1||1,2
1||2070024||2||1,-2
1||2070035||1||1,2
1||2070049||1||1,1
1||2070049||1||3,1
1||2070049||1||4,1
1||2070049||1||5,1
1||2070049||1||7,1
1||2070049||1||8,1
1||2070049||2||1,-1
1||2070049||2||7,-1
1||2070059||1||1,1
1||2070059||1||2,1
1||2070059||1||3,30
1||2070061||1||1,1
1||2070061||1||2,1
1||2070061||1||3,2
1||2070061||1||4,1
1||2070061||2||3,-2
1||2070063||1||2,1
1||2070063||2||1,1
1||2070063||3||2,-1
1||2070067||1||1,1
1||2070067||1||2,1
1||2070067||1||3,1
1||2070067||1||4,1
1||2070067||1||5,1
1||2070067||1||7,5
1||2070067||1||8,1
1||2070070||1||1,5
1||2070072||1||1,2
1||2070075||1||1,2
1||2070075||1||2,3
1||2070075||1||3,2
1||2070076||1||1,1
1||2070077||1||1,2
1||2070080||1||1,5
1||2070087||1||2,1
1||2070087||1||3,1
1||2070087||1||5,1
1||2070087||1||6,1
1||2070087||1||7,1
1||2070087||1||8,10
1||2070087||1||9,3
1||2070087||1||10,1
1||2070091||1||2,1
1||2070115||1||1,1
1||2070115||1||2,1
1||2070117||1||1,6
1||2070133||1||1,4
1||2070134||1||1,1
1||2070135||1||1,1
1||2070135||1||2,1
1||2070135||1||3,1
1||2070156||1||1,1
1||2070163||1||1,2
1||2070163||1||2,2
1||2070163||1||3,2
1||2070166||1||1,1
1||2070169||1||2,6
1||2070172||1||1,1
1||2070172||1||2,1
1||2070172||1||3,1
1||2070172||1||4,1
1||2070172||1||6,1
1||2070172||1||8,1
1||2070172||1||9,1
1||2070186||1||1,1
1||2070187||1||2,1
1||2070190||1||1,4
1||2070196||1||1,1
1||2070196||1||2,1
1||2070196||1||3,1
1||2070196||1||5,1
1||2070196||1||6,2
1||2070196||1||7,1
1||2070196||1||8,1
1||2070196||2||10,2
1||2070204||1||1,10
1||2070204||1||2,4
1||2070205||1||1,10
1||2070205||1||2,10
1||2070213||1||1,15
1||2070230||1||1,6
1||2070234||1||1,1
1||2070234||1||3,1
1||2070234||2||1,-1
1||2070234||2||3,-1
1||2070235||1||1,1
1||2070237||1||2,2
1||2070242||1||1,1
1||2070242||1||2,1
1||2070242||1||3,1
1||2070242||1||4,4
1||2070248||1||1,1
1||2070248||1||2,17.6
1||2070248||1||3,1
1||2070253||1||1,2
1||2070260||1||1,1
1||2070264||2||4,2
1||2070269||1||1,13
1||2070269||1||2,4
1||2070282||1||1,2
1||2070282||1||2,1
1||2070282||1||3,1
1||2070282||1||4,1
1||2070282||1||5,1
1||2070282||1||6,2
1||2070300||1||1,20
1||2070300||1||2,20
1||2070300||1||3,3
1||2070319||1||1,1
1||2070322||1||2,2
1||2070322||1||3,2
1||2070326||1||1,1
1||2070326||1||2,1
1||2070332||1||1,1
1||2070332||1||2,1
1||2070332||2||2,-1
1||2070348||1||1,1
1||2070351||1||1,2
1||2070351||1||2,-2
1||2070351||1||3,1
1||2070351||1||4,1
1||2070351||1||5,1
1||2070351||1||6,2
1||2070351||1||7,2
1||2070351||1||8,4
1||2070351||1||9,2
1||2070351||1||12,2
1||2070351||1||13,2
1||2070359||1||1,1
1||2070368||1||1,6
1||2070368||1||2,6
1||2070374||1||1,1
1||2070374||1||3,1
1||2070374||1||7,1
1||2070378||1||1,2
1||2070379||1||1,1
1||2070379||1||2,1
1||2070385||1||1,1
1||2070385||2||1,-1
1||2070395||1||1,1
1||2070411||1||1,1
1||2070412||1||1,3
1||2070412||1||2,2
1||2070412||1||3,1
1||2070412||1||4,2
1||2070412||1||5,2
1||2070417||1||1,1
1||2070417||1||2,1
1||2070417||2||2,-1
1||2070432||1||1,1
1||2070432||1||2,1
1||2070432||1||3,6
1||2070432||2||4,6
1||2070434||1||1,4
1||2070438||1||1,3
1||2070443||1||1,1
1||2070445||1||2,1
1||2070445||1||3,1
1||2070445||1||4,1
1||2070445||1||5,1
1||2070445||2||6,1
1||2070445||3||1,2
1||2070445||5||1,-1
1||2070471||1||1,5
1||2070473||1||1,12
1||2070476||1||1,1
1||2070476||1||2,1
1||2070488||1||1,1
1||2070494||1||1,1
1||2070494||2||1,1
1||2070494||3||2,1
1||2070495||1||3,1
1||2070495||1||4,1
1||2070495||1||5,2
1||2070496||1||1,2
1||2070497||1||1,1
1||2070497||1||2,2
1||2070497||1||3,2
1||2070500||1||1,1
1||2070508||1||1,1
1||2070512||1||1,6
1||2070512||1||2,6
1||2070514||1||1,1
1||2070518||1||1,3
1||2070521||1||1,60
1||2070526||1||1,1
1||2070529||1||2,1
1||2070529||1||3,1
1||2070531||1||1,2
1||2070539||1||1,1
1||2070539||1||2,1
1||2070539||1||3,1
1||2070539||1||4,1
1||2070545||1||1,3
1||2070546||1||1,2
1||2070546||1||2,2
1||2070550||1||2,1
1||2070550||1||3,2
1||2070550||1||4,1
1||2070550||1||5,3
1||2070550||1||6,12
1||2070554||1||1,1
1||2070561||1||1,1
1||2070561||1||2,1
1||2070565||1||1,1
1||2070569||1||1,1
1||2070569||1||2,8
1||2070569||1||3,2
1||2070574||1||1,3
1||2070579||1||1,1
1||2070579||1||2,1
1||2070579||1||3,1
1||2070583||1||1,1
1||2070585||1||1,1
1||2070602||1||1,1
1||2070602||1||2,4
1||2070602||1||3,17.12
1||2070602||1||4,3
1||2070602||1||5,1
1||2070602||1||6,1
1||2070602||1||7,1
1||2070602||1||8,-1
1||2070607||1||1,2
1||2070607||1||2,35
1||2070614||1||1,6
1||2070624||1||1,1
1||2070624||1||2,1
1||2070624||1||3,1
1||2070624||1||4,1
1||2070627||1||1,1
1||2070627||2||1,-1
1||2070630||1||1,2
1||2070634||1||2,1
1||2070634||3||2,-1
1||2070646||1||2,1
1||2070646||2||3,1
1||2070649||1||1,1
1||2070660||1||1,1
1||2070662||1||1,2
1||2070664||1||2,1
1||2070664||2||1,4
1||2070678||1||1,1
1||2070678||2||1,-1
1||2070688||1||1,1
1||2070689||1||2,1
1||2070693||1||1,1
1||2070707||1||1,20
1||2070707||1||2,9
1||2070715||1||1,1
1||2070715||1||2,1
1||2070716||1||1,3
1||2070716||2||2,1
1||2070721||1||1,1
1||2070721||1||2,1
1||2070722||1||1,1
1||2070722||1||2,1
1||2070723||1||1,4
1||2070740||1||1,1
1||2070740||1||2,1
1||2070740||1||5,1
1||2070751||1||1,1
1||2070771||1||1,1
1||2070771||1||2,3
1||2070773||1||1,4
1||2070779||1||1,1
1||2070779||2||1,-1
1||2070784||1||1,4
1||2070785||1||1,1
1||2070785||1||2,1
1||2070786||1||1,1
1||2070786||2||2,1
1||2070786||2||3,1
1||2070835||1||1,1
1||2070841||1||1,2
1||2070841||1||2,2
1||2070841||1||3,2
1||2070841||1||4,4
1||2070853||1||3,1
1||2070859||1||1,1
1||2070861||1||1,4
1||2070863||1||1,1
1||2070866||1||1,1
1||2070866||1||2,1
1||2070866||1||3,2
1||2070866||1||4,4
1||2070866||2||3,2
1||2070866||3||6,1
1||2070867||1||1,1
1||2070871||1||1,2
1||2070871||1||3,1
1||2070875||1||1,1
1||2070877||1||1,1
1||2070877||1||2,10
1||2070877||1||3,10
1||2070877||1||6,6
1||2070877||2||8,1
1||2070877||2||9,3
1||2070877||3||1,-1
1||2070877||4||8,-1
1||2070877||4||9,-2
1||2070883||1||3,2
1||2070883||1||4,2
1||2070883||1||6,1
1||2070883||1||7,1
1||2070891||1||1,1
1||2070894||1||1,1
1||2070897||1||1,2
1||2070897||1||2,1
1||2070897||1||3,1
1||2070900||1||1,1
1||2070900||1||2,1
1||2070901||1||2,50
1||2070904||1||1,4
1||2070906||1||1,10
1||2070906||1||2,9
1||2070910||1||7,1
1||2070914||1||3,1
1||2070914||1||4,1
1||2070914||1||5,1
1||2070914||1||6,1
1||2070914||1||7,1
1||2070914||2||4,-1
1||2070914||2||5,-1
1||2070914||2||6,-1
1||2070921||1||3,1
1||2070921||1||4,1
1||2070921||1||5,1
1||2070921||2||4,-1
1||2070921||2||5,-1
1||2070935||1||1,2
1||2070935||2||1,-1
1||2070954||1||1,1
1||2070957||1||1,4
1||2070964||1||1,2
1||2070964||1||2,4
1||2070964||1||4,2
1||2070964||1||5,1
1||2070964||1||6,6
1||2070964||1||7,2
1||2070964||1||8,2
1||2070964||1||9,2
1||2070964||1||10,6
1||2070964||1||11,4
1||2070973||1||1,2
1||2070973||1||2,25
1||2070973||1||3,1
1||2070973||1||4,1
1||2070973||1||5,1
1||2070973||1||6,1
1||2070973||1||7,25
1||2070993||1||1,3
1||2070993||1||2,1
1||2071004||1||1,1
1||2071006||1||1,1
1||2071007||1||1,1
1||2071008||1||1,1
1||2071010||1||1,1
1||2071021||1||1,2
1||2071022||1||3,6
1||2071029||1||1,3
1||2071031||1||1,1
1||2071045||1||1,3
1||2071045||1||2,3
1||2071045||1||3,2
1||2071045||1||4,2
1||2071046||1||2,1
1||2071050||1||2,6
1||2071060||1||5,1
1||2071060||1||6,1
1||2071064||1||1,1
1||2071064||1||2,1
1||2071064||2||2,-1
1||2071072||1||1,1
1||2071076||1||3,2
1||2071076||2||3,4
1||2071094||1||1,1
1||2071097||1||1,1
1||2071109||1||1,10
1||2071115||1||1,2
1||2071119||1||1,2
1||2071119||1||2,1
1||2071119||2||4,1
1||2071119||2||5,0.4
1||2071126||1||1,1
1||2071126||1||2,2
1||2071126||1||3,1
1||2071126||1||4,1
1||2071126||1||5,1
1||2071126||1||6,1
1||2071126||1||7,1
1||2071126||1||8,1
1||2071126||1||9,2
1||2071126||1||10,1
1||2071126||1||11,1
1||2071126||1||12,1
1||2071126||1||13,1
1||2071126||1||14,1
1||2071126||1||15,1
1||2071126||1||16,1
1||2071126||1||17,1
1||2071126||1||18,1
1||2071126||1||19,1
1||2071126||1||26,1
1||2071126||1||30,1
1||2071126||1||31,1
1||2071126||1||32,1
1||2071131||1||1,1
1||2071140||1||3,6
1||2071140||1||4,4
1||2071150||1||1,3
1||2071153||1||1,2
1||2071153||1||2,2
1||2071153||1||3,1
1||2071153||1||4,1
1||2071166||1||2,1
1||2071177||1||1,1
1||2071178||1||1,2
1||2071181||1||1,1
1||2071181||1||2,1
1||2071181||1||3,1
1||2071181||1||4,1
1||2071181||1||5,2
1||2071181||1||6,1
1||2071182||1||1,1
1||2071182||1||2,1
1||2071187||1||1,1
1||2071187||1||2,1
1||2071187||1||3,5
1||2071187||1||4,1
1||2071188||1||1,1
1||2071188||2||1,-1
1||2071192||1||1,1
1||2071192||1||2,4
1||2071192||1||3,50
1||2071195||1||1,2
1||2071195||1||2,2
1||2071196||1||1,1
1||2071196||1||2,1
1||2071196||1||3,1
1||2071196||1||6,1
1||2071196||1||7,4
1||2071198||1||1,1
1||2071200||1||1,20
1||2071200||1||2,4
1||2071200||1||3,4
1||2071207||1||1,2
1||2071207||1||2,2
1||2071207||1||3,2
1||2071207||1||4,2
1||2071207||1||5,2
1||2071207||1||6,1
1||2071209||1||1,13
1||2071214||1||1,2
1||2071222||1||1,1
1||2071222||1||2,1
1||2071226||1||2,1
1||2071229||1||1,2
1||2071230||1||1,1
1||2071230||2||1,-1
1||2071239||1||4,10
1||2071241||1||1,2
1||2071241||1||2,2
1||2071253||1||1,8
1||2071253||1||2,10
1||2071253||1||3,10
1||2071253||1||4,10
1||2071253||1||5,20
1||2071255||1||1,1
1||2071255||1||2,2
1||2071259||1||1,1
1||2071260||1||1,1
1||2071260||1||2,2
1||2071260||1||3,2
1||2071260||1||4,2
1||2071260||1||5,2
1||2071260||1||6,2
1||2071260||1||7,8
1||2071269||1||1,1
1||2071276||1||1,2
1||2071276||1||2,2
1||2071276||1||3,1
1||2071276||1||4,3
1||2071276||1||5,3
1||2071276||1||6,3
1||2071276||1||7,3
1||2071278||1||1,1
1||2071280||1||1,2
1||2071280||1||2,4
1||2071280||1||3,4
1||2071280||1||4,1
1||2071282||1||1,60
1||2071282||1||2,40
1||2071282||1||3,6
1||2071282||1||4,6
1||2071282||1||5,6
1||2071282||1||6,6
1||2071282||1||7,6
1||2071282||1||8,3
1||2071282||1||9,6
1||2071282||1||10,1
1||2071285||1||1,1
1||2071286||1||1,1
1||2071286||1||2,2
1||2071286||1||3,1
1||2071286||1||4,1
1||2071286||1||5,5
1||2071286||2||6,1
1||2071286||3||5,6
1||2071287||1||1,1
1||2071287||2||2,1
1||2071287||2||3,1
1||2071288||1||1,1
1||2071289||1||1,1
1||2071295||1||1,1
1||2071295||1||2,1
1||2071295||1||3,1
1||2071296||1||1,1
1||2071314||1||2,1
1||2071314||1||7,2
1||2071314||2||2,1
1||2071314||2||5,3
1||2071314||2||6,3
1||2071316||1||1,2
1||2071316||1||2,2
1||2071316||1||3,2
1||2071322||1||2,1
1||2071323||1||1,2
1||2071329||1||1,1
1||2071330||1||1,2
1||2071331||1||1,1
1||2071331||1||2,1
1||2071332||1||1,2
1||2071332||1||5,1
1||2071337||1||1,1
1||2071347||1||1,1
1||2071350||1||1,1
1||2071359||1||1,1
1||2071364||1||1,2
1||2071366||1||1,2
1||2071369||1||1,1
1||2071369||2||2,4
1||2071369||2||3,4
1||2071369||2||4,4
1||2071369||2||5,4
1||2071377||1||1,1
1||2071377||1||2,18
1||2071389||1||1,1
1||2071389||1||2,1
1||2071389||1||4,1
1||2071389||1||5,1
1||2071389||1||6,1
1||2071389||1||7,1
1||2071390||1||1,4
1||2071390||1||2,2
1||2071390||1||3,10
1||2071392||1||1,1
1||2071417||1||1,2
1||2071421||1||1,1
1||2071424||1||2,2
1||2071424||2||1,2
1||2071425||1||1,1
1||2071425||1||2,1
1||2071454||1||1,1
1||2071454||1||2,2
1||2071454||1||3,2
1||2071458||1||1,2
1||2071458||1||2,2
1||2071458||1||3,10
1||2071458||1||4,10
1||2071458||1||5,20
1||2071458||1||6,20
1||2071476||1||1,1
1||2071476||1||2,1
1||2071476||1||3,4
1||2071497||1||3,1
1||2071497||1||4,1
1||2071497||2||7,2
1||2071504||1||1,1
1||2071504||1||4,1
1||2071504||1||5,1
1||2071504||1||6,2
1||2071511||1||1,1
1||2071511||1||2,2
1||2071518||1||1,1
1||2071529||1||1,1
1||2071536||1||1,2
1||2071536||1||2,3
1||2071536||1||3,3
1||2071536||1||4,1
1||2071536||1||5,1
1||2071551||1||1,2
1||2071574||1||1,4
1||2071574||1||3,1
1||2071576||1||1,1
1||2071579||1||1,1
1||2071582||1||1,1
1||2071588||1||1,1
1||2071597||1||1,1
1||2071600||1||1,1
1||2071600||1||2,1
1||2071600||1||3,1
1||2071611||1||1,10
1||2071620||1||1,1
1||2071620||1||2,1
1||2071620||1||3,1
1||2071620||1||4,1
1||2071620||1||5,1
1||2071620||1||6,1
1||2071620||1||7,1
1||2071620||2||7,-1
1||2071625||1||1,15
1||2071627||1||1,2
1||2071627||1||2,2
1||2071627||1||4,4
1||2071630||1||1,30
1||2071637||1||1,8
1||2071637||1||2,8
1||2071641||1||1,3
1||2071641||1||2,6
1||2071641||1||3,3
1||2071652||1||1,1
1||2071652||1||2,1
1||2071653||1||1,1
1||2071653||1||2,1
1||2071655||1||1,1
1||2071661||1||1,10
1||2071665||1||1,1
1||2071665||1||2,1
1||2071665||1||3,1
1||2071665||1||4,1
1||2071665||1||5,1
1||2071665||1||6,1
1||2071665||1||7,1
1||2071665||1||8,1
1||2071665||1||9,1
1||2071665||1||10,1
1||2071665||1||11,1
1||2071665||1||12,4
1||2071665||1||13,69.2
1||2071670||1||1,1
1||2071673||1||1,1
